Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
Comedy,6,7,Ali,Ajay,Tabu,Rakul
Comedy,6,10,Passy,Manisha,Nidhi,Saurabh
Drama,7,10,Ahire,Alok,Mrinmayee,Gurbani
Adventure,6,18,Vedwan,Uttar,Kavita,Manoj
Drama,7,37,Shinde,Alia,Shah,Kunal
Drama,7,22,Chakrabarty,Bijoy,Noni,Rohini
Comedy,7,6,Chaubey,Madhuri,Naseeruddin,Arshad
Drama,5,45,Singh,Jeetendra,Rekha,Rishi
Action,6,40,Ganguly,Shashi,Zeenat,Ranjeet
Romance,5,10,Rashid,Suraiya,Sumitra,Suresh
Action,6,6,Kanwar,Rishi,Divya,Shah
Drama,4,8,Prasad,Rakesh,Laxmikant,Vikas
Comedy,6,2,Dhawan,Anil,Govinda,Juhi
Drama,5,25,Bahry,Mithun,Vijayata,Danny
Action,5,4,Bhatt,Shahid,Akshay,Sunil
Crime,6,2,Bazmee,Ajay,Akshaye,Urmila
Thriller,5,50,Ukey,Adhyayan,Rati,Muntazir
Comedy,4,26,Kazmi,Gracy,Siddharth,Raghuvir
Comedy,7,29,Chakrabarty,Anita,Anoop,Jawahar
Comedy,5,38,Sharma,Kamal,Rati,Deven
Drama,5,24,Khan,Shadab,Shadab,Shadab
Action,7,28,Deo,Akshat,Imran,Vir
Animation,5,1,Advani,Govinda,Akshaye,Urmila
Drama,6,7,Omprakash,Waheeda,Abhishek,Sonam
Music,5,48,Kakkad,Akhilesh,Sulabha,Raqesh
Action,6,1,Jagannadh,Allu,Hansika,Pradeep
Drama,4,50,Sen,Jaya,Sabyasachi,Subhendu
Action,5,11,Mehra,Saira,Navin,Rakesh
Comedy,5,13,Dhawan,Akshay,John,Deepika
Mystery,6,15,Samanta,Pradeep,Mala,Johnny
Action,7,21,Banerjee,Sushant,Anand,Neeraj
Drama,6,1,Nihalani,Amitabh,Om,Fardeen
Action,5,16,Majumdar,Dev,Geeta,Manmohan
Drama,4,31,Bandopadhyay,Ram,Suman,Arvin
Drama,6,6,Kapoor,Rajendra,Leela,Ram
Drama,7,50,Ramanathan,Sanjeev,Shabana,Rakesh
Drama,7,39,Leela,Shah,Aishwarya,Madhuri
Drama,7,1,Roy,Dilip,Suchitra,Vyjayanthimala
Drama,6,19,Madhusudan,Nutan,Sanjeev,Rehman
Drama,7,15,Kripalani,Ahmareen,Chitrangada,Vibhawari
Drama,5,16,Sharma,Kshitij,Anoma,Deeya
Action,5,13,Naik,Sameera,Nandita,Sandeep
Romance,6,7,Naik,Deepak,Shoaib,Harsha
Drama,4,9,Khaitan,Janhvi,Ishaan,Ashutosh
Drama,6,6,Darshan,Akshay,Shilpa,Sunil
Action,4,12,Khalid,Attin,Preeti,Harsh
Action,7,13,Kumar,Sanjay,Riteish,Arshad
Drama,6,57,Shah,Rishi,Neetu,Pran
Drama,5,2,Agnihotri,John,Arshad,Bipasha
Crime,7,55,Mohan,Rajesh,Reena,Rakesh
Drama,4,11,Mirza,Sudhanshu,Hrishitaa,Anuj
Drama,4,16,Singh,Muntazir,Dipti,Dipti
Action,5,10,Rami,Nagarjuna,Ramya,Akkineni
Comedy,6,2,Khan,Naseeruddin,Paresh,Annu
Action,4,7,Malhotra,Shatrughan,Reena,Mahesh
Drama,5,24,Nag,Sunil,Shatrughan,Kimi
Drama,6,12,Misra,Ragesh,Ashok,Robin
Action,6,26,Goel,Sanjay,Mumtaz,Rajendranath
Action,5,34,Varma,Gajendra,Dan,Dharmendra
Action,6,41,Sridhar,Rajendra,Waheeda,Balraj
Drama,7,59,Guha,Nanda,Jeetendra,Sanjeev
Drama,6,16,Ahmad,Rashid,Hameed,Usha
Drama,7,12,Rao,Prateik,Monica,Kriti
Comedy,6,6,K.,Ajit,Meena,Shyamlal
Action,4,22,Roy,Randhir,Neetu,Asrani
Action,6,18,Gadhvi,Abhishek,John,Uday
Action,6,24,Gadhvi,Hrithik,Abhishek,Aishwarya
Action,5,43,Krishna,Aamir,Katrina,Abhishek
Drama,7,29,Kumar,Eddie,Raj,M.
Comedy,4,40,Bhatia,Amar,Antara,Tinnu
Drama,5,30,Sharma,Sanjeev,Hema,Yogeeta
Comedy,4,19,Choti,Bindu,Laxmi,Mohan
Action,6,58,Ramesh,Sudeep,Rakshitha,Srinath
Action,6,17,Ramanathan,Ashok,Vinod,Bindiya
Action,6,31,Wadia,Fearless,Radharani,Nazira
Drama,7,7,Sinha,Gyanesh,Deepti,Ritesh
Comedy,6,5,Kumar,Aamir,Madhuri,Saeed
Drama,5,1,Malini,Jeetendra,Mithun,Dimple
Action,5,30,Bapaiah,Jeetendra,Moushumi,Rakesh
Action,6,20,Dutta,Ashok,Joy,Sharmila
Comedy,5,53,Nath,Vikaas,Aslam,Divya
Action,5,11,Sidana,Ayesha,Kader,Anil
Drama,6,32,Hingorani,Balraj,Kumkum,Sushil
Comedy,4,3,Singh,Shahid,Rani,Anupam
Comedy,6,56,Narayan,Rajesh,Sadhana,Ashok
Comedy,6,15,Akhtar,Anil,Shefali,Priyanka
Comedy,6,33,Bedi,Randhir,Jaya,Satyendra
Comedy,7,2,Tiwary,Imaaduddin,Shreyas,Smriti
Adventure,7,4,Bhatt,Aamir,Pooja,Anupam
Drama,5,1,Shah,Arjun,Preity,Mahima
Comedy,5,13,Madhavan,Ajit,Indrani,Master
Drama,4,1,Malhotra,Arjun,Aishwarya,Priyanshu
Action,5,6,B.,Dilip,Rakhi,Donny
Drama,6,29,Guha,Dharmendra,Hema,Abhi
Drama,4,12,Malhotra,Ashutosh,Divya,Abbas
Drama,7,6,Ishara,Rakesh,Rehana,Sulochana
Drama,5,24,Rai,Raja,Raageshwari,Kiran
Drama,5,1,Jha,Ajay,Mahima,Kajol
Musical,5,1,Narayan,Shahid,Ayesha,Tulip
Drama,4,1,Agnihotri,Salman,Preity,Bhoomika
Drama,7,28,J.,Shashi,Sanjay,Rajshree
Romance,4,11,Kohli,Bhisham,Shyamalee,Om
Drama,6,14,Dhhavale,Aditya,Vani,Rohitash
Drama,7,27,Ratnam,Shah,Manisha,Preity
Comedy,7,21,Chopra,Shah,Madhuri,Karisma
Comedy,5,3,Bhandarkar,Ajay,Emraan,Omi
Drama,6,17,Bundela,Zeenat,Raj,Meenu
Romance,5,22,Kumar,Kumar,Rati,Mala
Drama,5,15,Shroff,Rakhee,Parveen,Naseeruddin
Action,4,18,Bapaiah,Jeetendra,Rekha,Sujit
Drama,6,37,Sridhar,Rajesh,Jaya,Shatrughan
Romance,6,10,Rashid,Talat,Shyama,Shyam
Action,6,9,Das,Rajinikanth,Kavita,Vishnuvardhan
Action,5,1,Baweja,Ajay,Sonali,Amrish
Drama,5,1,Deol,Sunny,Bobby,Urmila
Comedy,6,18,Banerjee,Mala,Sanjay,Nazima
Action,6,56,Narang,Kishore,Nutan,Amar
Crime,7,30,Khosla,Rehana,Dev,Cuckoo
Action,5,2,Baweja,Ajay,Sunil,Raveena
Action,5,32,Shetty,Shah,Kajol,Varun
Romance,7,58,Singh,Beena,Desh,Tariq
Drama,6,1,Subhash,Mithun,Kim,Kalpana
Action,5,7,Dhawan,John,Varun,Jacqueline
History,4,8,Kumar,Mamta,Sadhika,Mink
Romance,5,7,Kothari,Sharmila,Girish,Vijayendra
Action,4,54,Bapaiah,Mithun,Madhoo,Maya
Drama,5,15,Kapoor,Shyama,Rajendra,Chand
Action,6,15,Ahmad,Jalal,Simi,Kiran
Action,5,20,Gaekwad,Krishna,Mohnish,Negar
Romance,6,27,Mukherjee,Biswajit,Mumtaz,Rajshree
Romance,6,15,Rajendran,Kamal,Rati,Unni
Comedy,5,35,Pandey,Rajesh,Annu,Nausheen
Romance,5,26,Trilogchander,Sanjay,Padmini,Shakti
Drama,6,20,Guha,Dharmendra,Shreeram,Nirupa
Comedy,7,5,Faisal,Rishi,Neetu,Aditi
Drama,5,15,Kapoor,Asrani,Zarina,Jagdeep
Romance,5,9,Thakar,Vinod,Moushumi,Pran
Action,6,1,Tijori,Kajal,Anil,Randeep
Drama,7,22,Goel,Shashi,Rekha,Ashok
Crime,7,5,Shenoy,Asha,Sajid,A.K.
Drama,6,7,Rashid,Kumari,Master,Vijaya
Action,6,59,Ramanathan,Ashok,Vinod,Aruna
Action,5,54,Khosla,Rishi,Moushumi,Om
Drama,6,9,Chinoy,Anil,Radha,Roopesh
Action,4,16,Tandon,Milind,Meenakshi,Kanwaljit
Action,5,7,Memon,Nirupa,Balraj,Johnny
Action,6,18,Nawathe,Kuljit,Vinod,Rekha
Drama,7,9,Kashyap,Suraiya,Dev,Prem
Action,6,7,Narang,Shatrughan,Hema,Ajit
Action,4,7,Narang,Shatrughan,Reena,Danny
Action,4,8,Misra,Vinod,Shatrughan,Rekha
Thriller,7,29,Gill,Steven,Zareen,Rajeev
Drama,6,6,Majumdar,Subodh,Pankaj,Ahindra
Drama,7,59,Subba,Rajesh,Babita,Prem
Comedy,4,2,Dogra,Malaika,Karan,Mohd.
Comedy,5,4,Shrivastava,Konkona,Bhumi,Amol
Drama,4,46,Teredesai,Sandeep,Rajeshwari,Amol
Action,7,35,Akhtar,Shah,Priyanka,Arjun
Action,7,11,Barot,Amitabh,Zeenat,Pran
Action,7,50,Akhtar,Shah,Florian,Om
Adventure,6,17,Palombo,Swaroop,Nizam,Mohamad
Drama,5,8,Bose,Raaj,Saroja,Chandrashekhar
Drama,4,7,Mukesh,Shubhra,Nataliya,Nishant
Drama,7,47,Kumar,Kishore,Ashok,Tanuja
Romance,6,33,Goel,Joy,Saira,Pran
Comedy,6,1,Puri,Manu,Mahie,Dolly
Drama,6,15,Tandon,Victor,Sharmila,Shabana
Drama,6,8,Anand,Ramesh,Romesh,Jaya
Drama,7,5,Kukunoor,Ayesha,Shreyas,Gul
Crime,5,13,Palviendra,Sadashiv,Kulbir,Pinky
Drama,6,6,Hussain,Maya,Husn,Kanhaiyalal
Action,5,36,Muralimohana,Mithun,Amala,Vikas
Action,4,30,Dixit,Govinda,Neelam,Sumeet
Drama,5,2,Darshan,Akshay,Bobby,Kareena
Action,4,24,Anand,Vijay,Rekha,Madan
Comedy,4,44,Tejwani,Ayesha,Negar,Sahil
Comedy,6,2,Pouliot,Vinay,Adrianne,Kunal
Drama,6,20,Bhatia,Manoj,Vyjayanthimala,Mumtaz
Drama,5,6,Prasad,Khalil,Ermeline,Jillo
Comedy,7,12,Shaandilyaa,Ayushmann,Nushrat,Annu
Drama,6,12,Chanana,Manoj,Aashish,Ashish
Drama,5,15,Mukherjee,Serena,Melissa,Aiden
Comedy,7,46,Bhattacharya,Irrfan,Vijay,Razak
Drama,5,13,R.,Abhilasha,Rani,Mohini
Musical,6,31,Rashid,Suresh,Shyam,Madhubala
Family,5,25,Pasha,Raj,Anita,Simple
Comedy,4,2,Aziz,Sushmita,Fardeen,Ishita
Drama,6,31,Rajendran,David,Agha,Nasir
Drama,6,5,Vyas,Nirupa,Raaj,Nanda
Action,5,35,Subhash,Arun,Beena,Sheeba
Action,5,19,R.,Pradeep,Mukesh,Subhi
Crime,6,40,Kashyap,Dharmendra,Nutan,Johnny
Comedy,5,3,Dhawan,Salman,Karisma,Om
Comedy,6,2,Malhotra,Govinda,Raveena,Kader
Action,5,1,Nivas,Vivek,Dia,Atul
Comedy,7,18,Katariya,Ayushmann,Bhumi,Sanjay
Action,6,3,Sippy,Abhishek,Deepika,Bipasha
Animation,4,13,Palekar,Hyder,Mihir,Shubhankar
Drama,4,7,Wadia,Sunil,Shyama,Kumkum
Drama,5,6,Kumar,Sanjay,Rekha,Mehmood
Drama,6,31,Rajaram,Shanta,Keshavrao,Vimala
Drama,5,13,Avadhoot,Pradeep,Mala,Sheikh
Comedy,5,5,Sadiq,Johnny,Shyama,Rajendra
Drama,5,7,Kelkar,Nutan,Parikshit,Vinod
Drama,6,33,Gjevjon,Sanjay,Zeenat,Kapil
Action,5,7,Bhatt,Shah,Juhi,Sonali
Comedy,6,50,Shah,Sapna,Amit,Dimple
Drama,6,5,Walia,Pradeep,Sanjeev,Reshma
Action,6,33,Sangal,Shashi,Sharmila,Parveen
Drama,4,17,Chakravarthi,J.D.,Snehal,Jayaprakash
Action,6,21,Mitra,Hema,Raj,Pran
Drama,6,7,Rami,Beena,Shubha,Raj
Fantasy,6,8,Mitra,Pradeep,Ajit,Nalini
Drama,5,1,Gulzar,Sanjay,Apoorva,Hansal
Comedy,6,44,Goel,Om,Sanjay,Babita
Crime,6,1,Chandra,Kajol,Sanjay,Ashutosh
Action,5,38,Samanta,Mithun,Mandakini,Sadashiv
Drama,7,17,Rishi,Dev,Usha,Prabhu
Action,4,22,Ganguly,Dharmendra,Dimple,Sonam
Adventure,7,8,Khanna,Reena,Rekha,Shatrughan
Action,5,25,A.,Arman,Divya,Gulshan
Action,6,23,Khalid,Sonia,Ishrat,Raj
Crime,6,9,V.,Ali,Chiranjeevi,Kannika
Action,4,15,Nagaich,Arjun,Arun,Rakesh
Crime,6,15,Ninawe,Satyakam,Charudatta,Chetan
Drama,7,7,Mehta,Aamir,Nandita,Rahul
Sci-Fi,4,27,Middha,Omkar,Rajeev,Dev
Comedy,7,1,Vats,Shardul,Mahender,Nutan
Romance,5,11,Kumar,Joy,Anjana,K.N.
Horror,4,38,Razdan,Raj,Meghna,Gulshan
Comedy,6,8,Pai,Ashok,Ashok,Veera
Crime,5,8,S.,Amit,Kanika,Vasundhara
Drama,7,10,Katariya,Disha,Annu,Vijya
Action,6,16,Batra,Rajesh,S.M.,Chanda
Drama,7,10,Sen,Utpal,Shekhar,Vivek
Action,5,1,Lakhia,Amitabh,Arjun,Perizaad
Family,5,16,Advani,Meghna,Harsh,Amrish
Drama,6,46,Sasi,Nandita,Rajit,Anupam
Action,4,11,Raja,Raveena,Balakrishna,Ramya
Action,6,47,Roy,Shashi,Vinod,Neetu
Action,5,8,Mahshar,Raj,Dharmendra,Siddharth
Action,6,18,Shetty,Mithun,Anita,Rakesh
Drama,6,13,Sidana,Asrani,Bharat,Jankidas
Drama,7,41,Tandon,Navin,Shabana,Dilip
Drama,6,30,Pande,Suresh,Deepti,Pradeep
Drama,6,19,Mukherjee,Joy,Tanuja,Deb
Action,4,17,Abbas,Jeetendra,Rekha,Vinod
Adventure,7,4,M.,Abhay,Neha,Amit
Drama,6,14,Sadanah,Raj,Reena,Agha
Comedy,6,52,Talwar,Raj,Waheeda,Lalita
Drama,5,11,Gautam,Suresh,Swapna,Vijay
Drama,4,17,Virani,Rohit,Manasi,Mohan
Action,6,21,Anand,Dev,Shashi,Dharmendra
Drama,7,1,Balachander,Kamal,Rati,Madhavi
Drama,6,14,Guha,Talat,Mala,I.S.
Action,4,8,Kathuria,Sunil,Parveen,Gulshan
Comedy,5,18,Abbas,Jeetendra,Babita,Johnny
Crime,7,6,Raghavan,Saif,Urmila,Seema
Action,4,16,Bhatt,Raj,Om,Divya
Drama,6,25,Segal,Jeetendra,Shabana,Vinod
Action,5,39,Anand,Sunil,Raveena,Mohan
Family,6,51,Mehra,Rakesh,Avtar,Gulshan
Drama,6,10,Joglekar,Ashok,Joy,Meera
Drama,6,20,Rishi,Dev,Tarla,Sharda
Action,6,7,Khanna,Dev,Laxmi,Naqi
Action,6,43,Ahire,Amitabh,Ajinkya,Ramesh
Adventure,6,14,Mehra,Pran,Leena,Rakesh
Comedy,5,1,Sadanah,Salman,Neelam,Anupam
Comedy,5,3,Chopra,Sonam,Anil,Rajkummar
Action,6,9,Chawda,Dharmendra,Prithvi,Durgesh
Romance,6,17,Tandon,Shashi,Rubina,Tanuja
Comedy,5,6,Batra,Kareena,Imran,Zenobia
Action,6,49,Khosla,Joy,Sadhana,Dhumal
Drama,6,12,Sinha,Vijay,Radha,I.S.
Drama,6,55,Balachander,Raaj,Hema,Kamal
Drama,6,10,Bedekar,Mumtaz,Bobby,Laxmi
Comedy,6,27,Pratyagatma,Mumtaz,Jeetendra,B.B.
Family,6,20,Pande,Rekha,Raj,Mazhar
Action,4,7,Amrohi,Aatish,Mashhoor,Mazhar
Drama,6,43,Lajmi,Shabana,Naseeruddin,Farooq
Comedy,6,46,Sonie,Sunil,Waheeda,Johnny
Drama,6,6,Kapoor,Dev,Zeb,Sudhir
Comedy,5,16,Malik,Vikas,Monica,Sadashiv
Comedy,6,30,Samanta,Kishore,Jamuna,Pran
Biography,6,8,Singh,Hema,Vinod,Sachin
Drama,7,37,Goel,Ashok,Madhubala,Johnny
Action,4,22,Kumar,Feroz,Kumkum,Sunder
Drama,5,9,Vasu,Poonam,Kushboo,Rajinikanth
Action,5,22,Rajendra,Rati,Balwant,Kumar
Romance,4,15,Bhatia,Mallika,Lyvi,Sangeeta
Comedy,4,9,Saigal,Pradeep,Mala,Shubha
Drama,6,47,Sonie,Shashi,Babita,Rajendranath
Drama,6,8,Pratap,Yashit,Siddant,Pritma
Drama,4,5,Pagare,Asrani,Ashwini,Ayush
Action,5,31,Khan,Salman,Katrina,Girish
Horror,5,4,Iyer,Emraan,Konkona,Kalki
Drama,6,18,K.,Meena,Motilal,Kuldip
Drama,4,15,Akhtar,Amrita,Ali,Uttam
Drama,6,52,Chopra,Ashok,Meena,Sunil
Drama,5,2,Vasudev,Prateik,Amy,Sachin
Action,6,3,Vinod,Amitabh,Saif,Sanjay
Drama,5,21,Khan,Saheem,Kunal,Vandana
Action,6,49,Ramanlal,Vinod,Rekha,Vinod
Drama,6,12,Khan,Surendra,Munawwar,Mohammad
Crime,6,18,Antony,Girish,Sanal,Rajshri
Action,5,40,Rajendra,Bhaskarabatla,Kaushal,Shekar
Comedy,6,11,Singh,Aishwarya,Manoj,Leysan
Comedy,7,34,Shinde,Sridevi,Adil,Mehdi
Action,6,15,Rathod,Romesh,Shabana,Asha
Action,5,20,Ramani,Mammootty,Aachi,Nassar
Horror,4,2,Dassani,Rajeev,Sarita,Sunita
Drama,7,7,Naryani,Tushar,Krish,Om
Comedy,4,2,D'Souza,Arshad,Riteish,Jackky
Drama,5,27,k,Rahul,Akhilendra,Neeta
Action,5,11,Ramanathan,Ashok,Vinod,Saira
Action,6,45,K.,Rakhee,Jackie,Shekhar
Action,7,16,Yadav,Manit,Geetanjali,Ridhima
Action,5,1,Santoshi,Amitabh,Akshay,Bhoomika
Drama,4,8,Babani,Rahul,Dharmendra,Meher
Action,7,43,Sharma,Shah,Sayani,Shriya
Action,7,31,Kohli,Aamir,Kajol,Rishi
Mystery,6,8,Bhushan,Anil,Balraj,Shabnam
Action,4,14,Rakshit,Mithun,Ranjeeta,Shreeram
Crime,7,5,Dave,Sohrab,Ashok,Meena
Fantasy,6,7,Kapoor,Dev,Nivedita,Master
Action,5,14,Abbas,Shashi,Rekha,Jayshree
Action,5,20,Raghavendra,Jeetendra,Hema,Rati
Drama,4,37,Swamy,Shashi,Govinda,Neelam
Drama,6,11,Bhandarkar,Priyanka,Kangana,Mugdha
Drama,5,5,Adarsh,Jaymala,Abhi,Anoop
Action,5,46,Ali,Vinod,Akshay,Rehan
Drama,6,12,Hunt,Devika,Himanshu,Abraham
Drama,6,14,Khan,Motilal,Nargis,Chandra
Action,5,55,Jani,Shabana,Sanjay,Ekta
Comedy,4,16,Nagavally,Asrani,Lillete,Paresh
Action,4,13,D'Souza,Master,Raj,Suresh
Action,6,19,Hussain,Dara,Mumtaz,Minoo
Crime,5,27,Kumar,Adil,Holly,Tannishtha
Comedy,6,5,Mapuskar,Sharman,Boman,Ritvik
Drama,5,28,Gupta,Dev,Archana,Babu
Action,5,2,Ghosh,Kareena,Fardeen,Shahid
Action,6,41,Mukherjee,Rajesh,Tina,Om
Comedy,5,23,Nag,Pran,Ramesh,Seema
Comedy,7,3,Kakkar,Sharib,Inaamulhaq,Kumud
Drama,6,9,Gupta,Nishan,Priyanka,Usha
Adventure,5,6,Adajania,Deepika,Arjun,Naseeruddin
Drama,7,2,Das,Inaamulhaq,Nassar,Shahana
Comedy,4,1,Dhingra,Kapil,Ishita,Monica
Drama,7,5,Mehta,Shabana,Nandita,Karishma
Drama,6,26,Singh,Vinamrata,Chandan,Harshita
Action,5,1,Anand,Dev,Aamir,Ekta
Drama,5,4,Kapoor,Aditya,Katrina,Tabu
Action,6,3,Mohamed,Jaya,Karisma,Hrithik
Drama,6,11,S.,Sumana,Hrishitaa,Kamna
Drama,6,13,Krishna,Bhavna,Eknath,Pawan
Comedy,7,57,Sarhadi,Dilip,Meena,Ramesh
Action,6,7,Kamat,John,Genelia,Vidyut
Action,6,5,Deo,John,Sonakshi,Tahir
Action,6,9,Khosla,Prem,Shakila,K.N.
Comedy,6,23,Saini,Tom,Sameer,Arjun
Drama,7,57,Ahmad,Raj,Ajit,Shammi
Action,4,19,Naik,Shawar,Ravi,Zakir
Comedy,4,52,Khan,Ishwar,Jimmy,Rajpal
Comedy,4,2,Khan,Nawazuddin,Arbaaz,Amy
Action,4,19,Butalia,Avinash,Prashant,Tulna
Drama,5,53,Shah,Anil,Amit,Sapna
Comedy,6,48,Khanna,Shreedevi,Ashlin,Amiran
Comedy,6,14,Mansukhani,Abhishek,John,Priyanka
Drama,4,1,Sadanand,Jimmy,Mohit,Kiara
Comedy,6,10,Lamba,Pulkit,Manjot,Ali
Comedy,6,4,Lamba,Pulkit,Varun,Ali
Drama,6,17,Thirumugham,Shatrughan,Jaya,Bindu
Crime,5,50,Chopra,Hrishikesh,Sunil,Sadhana
Action,7,23,Krishna,Akshay,Shruti,Kareena
Action,4,9,Shah,Amit,Shiva,Sapna
Action,7,10,Sharma,Sunny,Ameesha,Amrish
Drama,4,29,Jung,K.,Raaj,Hema
Action,5,9,Shah,Ishrat,Hemant,Amisha
Action,5,53,Mattoo,Naseeruddin,Aditya,Rahul
Action,5,2,Deo,Abhishek,Kangana,Anupam
Action,5,25,Yadav,Sherlyn,Sameer,Prashant
Documentary,6,8,Singh,Arun,Abhay,Makrand
Drama,5,8,Agarwal,Ishteyak,Deepans,Ashraf
Action,4,6,Prakash,B.,Anita,Anuradha
Biography,7,1,Abbas,Akshaye,Darshan,Shefali
Drama,4,56,Mishra,Sanoj,Sanjay,Rishi
Drama,7,29,Dave,Anil,Deepak,Nilay
Drama,5,6,Kumar,Abhishek,Shehzad,Viju
Drama,6,17,Salaam,Sunil,Shashi,Reena
Action,4,8,Shah,Firoz,Jamuna,Goga
Drama,5,46,Chhadha,Amitabh,Jaya,Vinay
Action,5,16,Shah,Shagufta,Charan,Goga
Drama,4,18,Prasad,Mithun,Jackie,Deepti
Drama,6,30,Sharma,Azra,Brahm,Dharmendra
Drama,5,7,Ralhan,Vikas,Birbal,Danny
Drama,4,11,Sinha,Navin,Yogeeta,Nirupa
Action,4,25,Reddy,Dharmendra,Jaya,Shatrughan
Action,7,16,Jha,Ajay,Gracy,Mohan
Action,4,11,Chawda,Prithvi,Satnam,Durgesh
Action,5,33,Chhadha,Amitabh,Bhoomika,Manoj
Action,5,59,Anand,Mamta,Manu,Anita
Action,7,5,Basu,Kangana,Shiney,Emraan
Drama,5,40,Kumar,Vyjayanthimala,Rajendra,Nishi
Drama,6,30,Kumar,Rajendra,Rekha,Sujit
Drama,6,9,Amarnath,Noor,Durga,Nazir
Action,5,28,Reddy,Annu,Rishi,Vinod
Drama,4,30,Shah,Sapna,Imran,Tanveer
Drama,7,15,Kumar,Nirupa,Jayant,Rashid
Action,5,9,Salaam,Vinod,Sulakshana,Ajit
Action,4,13,Ahuja,Bhanupriya,Mithun,Uday
Action,4,12,Ramana,Tottempudi,Bhavana,Ashish
Comedy,7,43,Om,Bharat,Pradeep,Madhubala
Drama,6,40,Bhimsingh,Sunil,Nutan,Sanjeev
Action,6,58,Ghai,Shashi,Shatrughan,Moushumi
Mystery,5,36,Balani,Zeenat,Vikram,Ashutosh
Drama,5,56,Ghosh,Avinash,Divya,Laxmikant
Drama,6,45,Samanta,Jeetendra,Rekha,Vijay
Crime,7,27,Ralhan,Rajendra,Mala,Madan
Horror,4,12,Bedi,Salma,Harbans,Raj
Action,5,1,Sharma,Utkarsh,Ishita,Mithun
Comedy,4,42,K.,Govinda,Anuradha,Shakti
Action,5,16,Jay,Pankaj,Rahul,Seema
Action,7,57,Murugadoss,Aamir,Asin,Jiah
Drama,4,13,Bedi,Mithun,Chandrashekhar,Leena
Comedy,5,4,Kumar,Emraan,Vidya,Rajesh
Drama,4,13,Peepat,Avinash,Varsha,Bhagyashree
Comedy,5,16,Sahu,Manoj,Sudesh,Randhir
Action,4,10,Azad,Shekhar,Natasha,Sharmila
Comedy,5,25,Bhatt,Rita,Birbal,Mithun
Drama,6,13,Bhambri,Abhi,Biswajit,Dharmendra
Drama,5,24,Daryani,Mumtaz,Jeevan,Gope
Drama,4,43,Sonik,Beena,Rita,Govinda
Drama,4,38,Prasad,Rajesh,Rishi,Raj
Drama,6,21,Vyas,Balraj,Nargis,Rajendra
Comedy,7,53,Vasan,Rajendra,Raaj,Bipin
Family,4,9,Panditharadhyula,Farooq,Anuradha,Kim
Action,7,3,Santoshi,Sunny,Meenakshi,Danny
Animation,6,55,Srinivasa,Sunidhi,Shreya,Mahalakshmi
Action,7,4,Santoshi,Sunny,Amrish,Meenakshi
Action,6,4,Deol,Sunny,Soha,Om
Action,5,11,Bapaiah,Aruna,Jayanthi,Satyanarayana
Comedy,5,2,Nath,Nawazuddin,Ragini,Richa
Action,5,27,Prakash,Inder,Ayesha,Arun
Horror,5,1,Bhatt,Sanaya,Shivam,Vikram
Horror,4,4,Akhtar,Dibakar,Karan,Anurag
Action,7,10,Bhatt,Aamir,Rani,Rajit
Drama,6,5,Kishore,Daljeet,Malika,Nishi
Action,6,1,Ghosh,Nana,Raveena,Paresh
Drama,6,27,Sagar,Pradeep,Bina,Bharat
Drama,5,47,P.,Smita,Shashi,Kunal
Mystery,6,34,Ramsay,Tulsi,Vijay,Rekha
Horror,4,51,Ramsay,Aryan,Tarun,Pooja
Comedy,5,3,Khanna,Yami,Vikrant,Ayesha
Romance,7,6,Bose,Kishore,Waheeda,Nasir
Drama,4,9,Dave,Ajit,Nalini,Johnny
Action,6,11,D.K.,Raj,Saif,Kunal
Drama,5,27,Shroff,Raaj,Jackie,Gautami
Comedy,5,54,Dabholkar,Anjan,Dilip,Viju
Drama,7,58,Jetley,Raaj,Kamini,Shashikala
Drama,7,37,Chitre,Satyadev,Madan,Achyut
Sci-Fi,7,5,Dave,Azaad,Nayam,Polson
Drama,6,9,Devi,Dipendra,Manoj,Tanuja
Drama,7,11,Kagti,Akshay,Mouni,Kunal
Action,6,12,Sharma,Mumtaz,Sailesh,B.M.
Action,5,7,Shetty,Mithun,Ajay,Kareena
Action,5,8,Shetty,Ajay,Arshad,Tabu
Comedy,5,7,Shetty,Ajay,Kareena,Arshad
Action,7,15,Shetty,Ajay,Arshad,Sharman
Drama,6,20,Kumar,Agha,Jalal,Harbans
Comedy,7,1,Khallow,Shweta,Alisha,Deepika
Comedy,6,15,Mehta,Akshay,Kareena,Diljit
Action,5,44,Agha,Kumar,Juhi,Tinnu
Action,5,15,Syed,Rakesh,Reena,Mahendra
Musical,7,32,Bhatt,Rajendra,Ameeta,Anita
Fantasy,6,33,Sharma,Sachin,Zarina,Manher
Drama,7,38,Kaul,Latika,Raj,Tripti
Action,4,16,Gautam,Rajesh,Sulakshana,Raj
Comedy,4,3,Malhotra,Imran,Kareena,Nizhalgal
Drama,6,27,Samaddar,Mrinalini,Swati,Mrinalini
Drama,5,14,Nanda,Yogeeta,Bharat,Ramesh
Drama,6,35,Sahu,Ashok,Nirupa,Pushpavalli
Comedy,4,5,Kumar,Riteish,Vivek,Aftab
Action,4,6,Rajiv,Pramod,Ashima,Biswajit
Comedy,5,47,Sunderrajan,Hussain,Naveen,Rajiv
Drama,4,6,Tyagi,Navi,Poonam,Manisha
Drama,7,1,Mukherjee,Dharmendra,Jaya,Sumita
